V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
834075	RR01567349	hsa-miR-193b-3p	miRNA	Homo sapiens	YWHAZ	mRNA	Homo sapiens	miRBase:MIMAT0002819	NCBI:7534	0.6379	qPCR//Western blot//AGO-CLIP//RIP//qRT-PCR//Reporter assay//Dual luciferase reporter assay//ISH//Luciferase reporter assay	HITS-CLIP//CLASH//CLIP-seq	TargetScan//miRanda//MirTarget//Cupid
842404	RR00479451	hsa-miR-195-5p	miRNA	Homo sapiens	E2F7	mRNA	Homo sapiens	miRBase:MIMAT0000461	NCBI:144455	0.6026	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
844818	RR01299031	hsa-miR-195-5p	miRNA	Homo sapiens	SHOC2	mRNA	Homo sapiens	miRBase:MIMAT0000461	NCBI:8036	0.6019	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
844958	RR01330633	hsa-miR-195-5p	miRNA	Homo sapiens	SMAD7	mRNA	Homo sapiens	miRBase:MIMAT0000461	NCBI:4092	0.6128	Western blot//RT-PCR//Reporter assay//Pull-down assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
845652	RR01539585	hsa-miR-195-5p	miRNA	Homo sapiens	VEGFA	mRNA	Homo sapiens	miRBase:MIMAT0000461	NCBI:7422	0.6401	RT-PCR//ELISA//Luciferase reporter assay//Reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
849219	RR00311907	hsa-miR-196a-5p	miRNA	Homo sapiens	CDKN1B	mRNA	Homo sapiens	miRBase:MIMAT0000226	NCBI:1027	0.6124	qPCR//Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
849885	RR00721011	hsa-miR-196a-5p	miRNA	Homo sapiens	HOXB8	mRNA	Homo sapiens	miRBase:MIMAT0000226	NCBI:3218	0.6117	Northern blot//qPCR//EMSA//Western blot//RT-PCR//IP//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//CLASH//GMUCT//PARE	Cupid
864689	RR00707815	hsa-miR-199a-5p	miRNA	Homo sapiens	HIF1A	mRNA	Homo sapiens	miRBase:MIMAT0000231	NCBI:3091	0.6742	qPCR//Western blot//RT-PCR//Reporter assay//ELISA//Luciferase reporter assay//IHC//qRT-PCR//AGO-CLIP	CLIP-seq//Microarray	Cupid//miRanda//MirTarget
871556	RR00119870	hsa-miR-19a-3p	miRNA	Homo sapiens	ARHGAP1	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:392	0.6115	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
871588	RR00128314	hsa-miR-19a-3p	miRNA	Homo sapiens	ARL8A	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:127829	0.6081	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget
871728	RR00225569	hsa-miR-19a-3p	miRNA	Homo sapiens	BLCAP	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:10904	0.6019	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
871787	RR00250746	hsa-miR-19a-3p	miRNA	Homo sapiens	C16orf70	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:80262	0.6151	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
871952	RR00299183	hsa-miR-19a-3p	miRNA	Homo sapiens	CD164	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:8763	0.6187	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
872102	RR00340108	hsa-miR-19a-3p	miRNA	Homo sapiens	CLIP1	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:6249	0.6248	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
872184	RR00364129	hsa-miR-19a-3p	miRNA	Homo sapiens	CREBL2	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:1389	0.6191	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
872966	RR00694932	hsa-miR-19a-3p	miRNA	Homo sapiens	H19	lncRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:283120	0.6009	qPCR//Western blot//RIP//Luciferase reporter assay//ChIP//qRT-PCR//AGO-CLIP	CLIP-seq	miRanda
873447	RR00857304	hsa-miR-19a-3p	miRNA	Homo sapiens	LONRF1	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:91694	0.6002	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
873540	RR00895795	hsa-miR-19a-3p	miRNA	Homo sapiens	MAPK1	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:5594	0.6181	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
873712	RR00941304	hsa-miR-19a-3p	miRNA	Homo sapiens	MSMO1	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:6307	0.6271	AGO-CLIP//Luciferase reporter assay//Reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
873898	RR01014463	hsa-miR-19a-3p	miRNA	Homo sapiens	NPTN	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:27020	0.6122	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874242	RR01128014	hsa-miR-19a-3p	miRNA	Homo sapiens	PPP1R15B	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:84919	0.6294	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874336	RR01151504	hsa-miR-19a-3p	miRNA	Homo sapiens	PTEN	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:5728	0.7548	qRT-PCR//Luciferase reporter assay//Western blot	N/A	MirTarget
874383	RR01183717	hsa-miR-19a-3p	miRNA	Homo sapiens	RAB14	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:51552	0.6098	AGO-CLIP//Reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874398	RR01187142	hsa-miR-19a-3p	miRNA	Homo sapiens	RAB5B	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:5869	0.6055	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874426	RR01196055	hsa-miR-19a-3p	miRNA	Homo sapiens	RAPGEF2	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:9693	0.6122	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874520	RR01216781	hsa-miR-19a-3p	miRNA	Homo sapiens	RHOB	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:388	0.615	Western blot//Luciferase reporter assay//ChIP//qRT-PCR//AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874729	RR01286867	hsa-miR-19a-3p	miRNA	Homo sapiens	SERINC3	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:10955	0.6139	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874917	RR01330273	hsa-miR-19a-3p	miRNA	Homo sapiens	SMAD4	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:4089	0.606	RT-PCR//Western blot//Luciferase reporter assay//Reporter assay	CLIP-seq//Microarray//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874978	RR01343698	hsa-miR-19a-3p	miRNA	Homo sapiens	SOCS1	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:8651	0.6249	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
874995	RR01347750	hsa-miR-19a-3p	miRNA	Homo sapiens	SOX4	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:6659	0.6095	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
875247	RR01438092	hsa-miR-19a-3p	miRNA	Homo sapiens	TGFBR2	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:7048	0.6005	Western blot//Reporter assay//Luciferase reporter assay//qRT-PCR//AGO-CLIP	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	miRanda//MirTarget
875365	RR01468786	hsa-miR-19a-3p	miRNA	Homo sapiens	TNRC6A	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:27327	0.6026	AGO-CLIP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
875714	RR01570705	hsa-miR-19a-3p	miRNA	Homo sapiens	ZBTB4	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:57659	0.6269	AGO-CLIP//Luciferase reporter assay//Reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
875841	RR01607669	hsa-miR-19a-3p	miRNA	Homo sapiens	ZNF800	mRNA	Homo sapiens	miRBase:MIMAT0000073	NCBI:168850	0.6369	AGO-CLIP	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
880385	RR00225572	hsa-miR-19b-3p	miRNA	Homo sapiens	BLCAP	mRNA	Homo sapiens	miRBase:MIMAT0000074	NCBI:10904	0.6131	N/A	HITS-CLIP//NGS//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
880747	RR00340111	hsa-miR-19b-3p	miRNA	Homo sapiens	CLIP1	mRNA	Homo sapiens	miRBase:MIMAT0000074	NCBI:6249	0.6054	N/A	HITS-CLIP//NGS//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
880829	RR00364132	hsa-miR-19b-3p	miRNA	Homo sapiens	CREBL2	mRNA	Homo sapiens	miRBase:MIMAT0000074	NCBI:1389	0.6074	N/A	HITS-CLIP//NGS//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
882943	RR01187146	hsa-miR-19b-3p	miRNA	Homo sapiens	RAB5B	mRNA	Homo sapiens	miRBase:MIMAT0000074	NCBI:5869	0.6068	N/A	HITS-CLIP//NGS//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
886034	RR00729202	hsa-miR-200a-3p	miRNA	Homo sapiens	HULC	lncRNA	Homo sapiens	miRBase:MIMAT0000682	NCBI:728655	0.6321	qPCR//Western blot//RIP//qRT-PCR//Luciferase reporter assay	N/A	N/A
891047	RR00518799	hsa-miR-200b-3p	miRNA	Homo sapiens	EZH2	mRNA	Homo sapiens	miRBase:MIMAT0000318	NCBI:2146	0.6102	Northern blot//qPCR//Western blot//RT-PCR//RIP//RNA pull-down assay//ChIP	ChIP-seq	N/A
891907	RR00852886	hsa-miR-200b-3p	miRNA	Homo sapiens	LNCRNA-ATB	lncRNA	Homo sapiens	miRBase:MIMAT0000318	NCBI:114004396	0.6961	qPCR//RIP//Luciferase reporter assay//Western blot	Microarray	N/A
894234	RR01577037	hsa-miR-200b-3p	miRNA	Homo sapiens	ZEB1	mRNA	Homo sapiens	miRBase:MIMAT0000318	NCBI:6935	0.843	Northern blot//qPCR//Western blot//TaqMan miRNA assay//RT-PCR//RIP//Reporter assay//Luciferase reporter assay//IHC//qRT-PCR//AGO-CLIP//IFS	CLIP-seq//Microarray//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
894236	RR01577240	hsa-miR-200b-3p	miRNA	Homo sapiens	ZEB2	mRNA	Homo sapiens	miRBase:MIMAT0000318	NCBI:9839	0.7985	Northern blot//qPCR//Western blot//RT-PCR//AGO-CLIP//RIP//qRT-PCR//Reporter assay//IHC//ISH//Luciferase reporter assay	CLIP-seq//Microarray	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
895326	RR00226522	hsa-miR-200c-3p	miRNA	Homo sapiens	BMI1	mRNA	Homo sapiens	miRBase:MIMAT0000617	NCBI:648	0.6301	Northern blot//qPCR//Immunoassay//Western blot//RT-PCR//AGO-CLIP//Immunoblot//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray	Cupid//miRanda//Bayesian target prediction algorithm
897086	RR00852887	hsa-miR-200c-3p	miRNA	Homo sapiens	LNCRNA-ATB	lncRNA	Homo sapiens	miRBase:MIMAT0000617	NCBI:114004396	0.7067	qPCR//Western blot//ELISA//ChIP//qRT-PCR//Luciferase reporter assay	Microarray	N/A
899452	RR01577038	hsa-miR-200c-3p	miRNA	Homo sapiens	ZEB1	mRNA	Homo sapiens	miRBase:MIMAT0000617	NCBI:6935	0.8755	Northern blot//qPCR//Western blot//RT-PCR//Immunoblot//qRT-PCR//RIP//Reporter assay//Luciferase reporter assay//IHC//ISH//AGO-CLIP//IFS	CLIP-seq//CLASH//TaqMan array//PAR-CLIP//Microarray//ChIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
899454	RR01577241	hsa-miR-200c-3p	miRNA	Homo sapiens	ZEB2	mRNA	Homo sapiens	miRBase:MIMAT0000617	NCBI:9839	0.8016	Northern blot//qPCR//Western blot//RT-PCR//AGO-CLIP//Immunoblot//RIP//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray//TaqMan array	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
904845	RR00226524	hsa-miR-203a-3p	miRNA	Homo sapiens	BMI1	mRNA	Homo sapiens	miRBase:MIMAT0000264	NCBI:648	0.7015	MTT assay//Western blot//RT-PCR//AGO-CLIP//Immunoblot//qRT-PCR//Reporter assay//Dual luciferase reporter assay//IHC//ISH//Luciferase reporter assay	CLIP-seq//Microarray	TargetScan//miRanda//MirTarget//Cupid
909758	RR01473393	hsa-miR-203a-3p	miRNA	Homo sapiens	TP63	mRNA	Homo sapiens	miRBase:MIMAT0000264	NCBI:8626	0.6227	Northern blot//Western blot//RT-PCR//qRT-PCR//Reporter assay//ELISA//ISH//Luciferase reporter assay	N/A	Cupid//MirTarget
916547	RR01347755	hsa-miR-204-5p	miRNA	Homo sapiens	SOX4	mRNA	Homo sapiens	miRBase:MIMAT0000265	NCBI:6659	0.6007	qPCR//ISH//Western blot//RT-PCR//AGO-CLIP//RIP//IP//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq	Cupid//miRanda//MirTarget
924752	RR01576978	hsa-miR-205-5p	miRNA	Homo sapiens	ZEB1	mRNA	Homo sapiens	miRBase:MIMAT0000266	NCBI:6935	0.7077	qPCR//Western blot//RT-PCR//Reporter assay//Dual luciferase reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//ChIP-seq	TargetScan//miRanda//MirTarget//Cupid
924753	RR01577244	hsa-miR-205-5p	miRNA	Homo sapiens	ZEB2	mRNA	Homo sapiens	miRBase:MIMAT0000266	NCBI:9839	0.63	Western blot//RT-PCR//Immunoblot//Reporter assay//qRT-PCR//Luciferase reporter assay	Microarray//ChIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
929264	RR00295062	hsa-miR-206	miRNA	Homo sapiens	CCND2	mRNA	Homo sapiens	miRBase:MIMAT0000462	NCBI:894	0.6709	qRT-PCR//AGO-CLIP	N/A	MirTarget
930613	RR00914380	hsa-miR-206	miRNA	Homo sapiens	MET	mRNA	Homo sapiens	miRBase:MIMAT0000462	NCBI:4233	0.6098	Northern blot//Western blot//RT-PCR//Reporter assay//ChIP//IHC//BrdU incorporation assay//qRT-PCR//Luciferase reporter assay	CLIP-seq	Cupid//miRanda//MirTarget
939595	RR00219365	hsa-miR-20a-5p	miRNA	Homo sapiens	BCL2L11	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:10018	0.6462	RT-PCR//Western blot//Luciferase reporter assay//Reporter assay	CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
939642	RR00228446	hsa-miR-20a-5p	miRNA	Homo sapiens	BNIP2	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:663	0.607	RT-PCR//Reporter assay//Western blot	HITS-CLIP//CLASH//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
939942	RR00311742	hsa-miR-20a-5p	miRNA	Homo sapiens	CDKN1A	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:1026	0.6611	Immunoassay//qPCR//Western blot//RT-PCR//RIP//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
940425	RR00478612	hsa-miR-20a-5p	miRNA	Homo sapiens	E2F1	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:1869	0.6617	Northern blot//Immunoassay//Western blot//RT-PCR//Reporter assay//Dual luciferase reporter assay//qRT-PCR//Luciferase reporter assay//IFS	HITS-CLIP//Microarray//CLIP-seq//ChIP-seq	Cupid//miRanda//MirTarget
940675	RR00553467	hsa-miR-20a-5p	miRNA	Homo sapiens	FBXL5	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:26234	0.6142	qPCR//Dual luciferase reporter assay//ChIP-qPCR//Western blot	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
941906	RR00921087	hsa-miR-20a-5p	miRNA	Homo sapiens	MIDN	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:90007	0.6019	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
942767	RR01151516	hsa-miR-20a-5p	miRNA	Homo sapiens	PTEN	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:5728	0.6537	qRT-PCR//Luciferase reporter assay//Western blot	N/A	N/A
943802	RR01438096	hsa-miR-20a-5p	miRNA	Homo sapiens	TGFBR2	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:7048	0.6284	Western blot//RT-PCR//Immunoblot//qRT-PCR//Reporter assay//IHC//ISH//Luciferase reporter assay//IFS	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
944351	RR01570711	hsa-miR-20a-5p	miRNA	Homo sapiens	ZBTB4	mRNA	Homo sapiens	miRBase:MIMAT0000075	NCBI:57659	0.6018	Reporter assay	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
946640	RR00294808	hsa-miR-20b-5p	miRNA	Homo sapiens	CCND1	mRNA	Homo sapiens	miRBase:MIMAT0001413	NCBI:595	0.6025	Immunoblot//qRT-PCR//IP	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
948585	RR00921088	hsa-miR-20b-5p	miRNA	Homo sapiens	MIDN	mRNA	Homo sapiens	miRBase:MIMAT0001413	NCBI:90007	0.6019	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
953323	RR00550355	hsa-miR-21-5p	miRNA	Homo sapiens	FASLG	mRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:356	0.6218	Northern blot//Western blot//RT-PCR//Reporter assay//ICC//Dual luciferase reporter assay//qRT-PCR//Luciferase reporter assay	N/A	miRanda//MirTarget
953426	RR00607418	hsa-miR-21-5p	miRNA	Homo sapiens	GAS5	lncRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:60674	0.6828	qPCR//Western blot//RT-PCR//RIP//qRT-PCR//Dual luciferase reporter assay//ISH//Luciferase reporter assay	Microarray//RNA-seq	TargetScan
953988	RR00912413	hsa-miR-21-5p	miRNA	Homo sapiens	MEG3	lncRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:55384	0.65	qPCR//Western blot//RT-PCR//RIP//qRT-PCR//Luciferase reporter assay	N/A	N/A
954629	RR01208627	hsa-miR-21-5p	miRNA	Homo sapiens	RECK	mRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:8434	0.6932	Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray//TaqMan array	Cupid//miRanda//MirTarget
954703	RR01244066	hsa-miR-21-5p	miRNA	Homo sapiens	RPS7	mRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:6201	0.6866	RT-PCR//Reporter assay//qRT-PCR//Western blot	NGS//Microarray//Sequencing	N/A
954896	RR01330636	hsa-miR-21-5p	miRNA	Homo sapiens	SMAD7	mRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:4092	0.6795	qRT-PCR//Luciferase reporter assay//Western blot	N/A	MirTarget
954988	RR01356081	hsa-miR-21-5p	miRNA	Homo sapiens	SPRY2	mRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:10253	0.6323	Northern blot//Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq	Cupid//miRanda//MirTarget
955125	RR01438098	hsa-miR-21-5p	miRNA	Homo sapiens	TGFBR2	mRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:7048	0.6046	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay//IFS	CLIP-seq//Microarray	Cupid//miRanda
955226	RR01474354	hsa-miR-21-5p	miRNA	Homo sapiens	TPM1	mRNA	Homo sapiens	miRBase:MIMAT0000076	NCBI:7168	0.6173	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	Microarray	Cupid
955891	RR00485846	hsa-miR-210-3p	miRNA	Homo sapiens	EFNA3	mRNA	Homo sapiens	miRBase:MIMAT0000267	NCBI:1944	0.6522	Northern blot//Western blot//RT-PCR//IP//Reporter assay//qRT-PCR//Luciferase reporter assay	HITS-CLIP//CLIP-seq	TargetScan//miRanda
956051	RR03070169	hsa-miR-210-3p	miRNA	Homo sapiens	HIF1A	mRNA	Homo sapiens	miRBase:MIMAT0000267	NCBI:3091	0.6038	RT-PCR//AGO-CLIP//Western blot	CLIP-seq	miRanda
956104	RR00760099	hsa-miR-210-3p	miRNA	Homo sapiens	ISCU	mRNA	Homo sapiens	miRBase:MIMAT0000267	NCBI:23479	0.6477	Western blot//RT-PCR//IP//Reporter assay//Luciferase reporter assay//qRT-PCR//AGO-CLIP	HITS-CLIP//CLASH//Microarray//CLIP-seq	TargetScan//miRanda//MirTarget
974956	RR05149836	hsa-miR-212-3p	miRNA	Homo sapiens	VMP1	mRNA	Homo sapiens	miRBase:MIMAT0000269	NCBI:81671	0.6038	AGO-CLIP	CLIP-seq//PAR-CLIP	TargetScan
979156	RR01098892	hsa-miR-214-3p	miRNA	Homo sapiens	PIM1	mRNA	Homo sapiens	miRBase:MIMAT0000271	NCBI:5292	0.61	RT-PCR//qRT-PCR//AGO-CLIP//ICC	CLIP-seq//Microarray//PAR-CLIP	Cupid//miRanda//MirTarget
984644	RR01577248	hsa-miR-215-5p	miRNA	Homo sapiens	ZEB2	mRNA	Homo sapiens	miRBase:MIMAT0000272	NCBI:9839	0.6013	qPCR//Western blot//RT-PCR//RIP//qRT-PCR//Reporter assay//IHC//ISH	CLIP-seq//Microarray	Cupid//miRanda//MirTarget
1000679	RR00226526	hsa-miR-218-5p	miRNA	Homo sapiens	BMI1	mRNA	Homo sapiens	miRBase:MIMAT0000275	NCBI:648	0.6594	qPCR//Western blot//RT-PCR//RIP//Reporter assay//Dual luciferase reporter assay//qRT-PCR//Luciferase reporter assay//IFS	CLIP-seq	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
1000849	RR00287311	hsa-miR-218-5p	miRNA	Homo sapiens	CCAT1	lncRNA	Homo sapiens	miRBase:MIMAT0000275	NCBI:100507056	0.6056	qPCR//Western blot//RNA pull-down assay//qRT-PCR//Luciferase reporter assay	N/A	N/A
1003390	RR01232449	hsa-miR-218-5p	miRNA	Homo sapiens	ROBO1	mRNA	Homo sapiens	miRBase:MIMAT0000275	NCBI:6091	0.6432	Western blot//RT-PCR//Immunoblot//Reporter assay//Dual luciferase reporter assay//IHC//qRT-PCR//Luciferase reporter assay	CLIP-seq//Microarray//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
1011246	RR01187151	hsa-miR-22-3p	miRNA	Homo sapiens	RAB5B	mRNA	Homo sapiens	miRBase:MIMAT0000077	NCBI:5869	0.6007	Northern blot//Western blot//ChIP//Luciferase reporter assay//IHC//qRT-PCR//AGO-CLIP	NGS//CLIP-seq//Sequencing//PAR-CLIP//Microarray	TargetScan//miRanda//MirTarget//Cupid
1011515	RR01302442	hsa-miR-22-3p	miRNA	Homo sapiens	SIRT1	mRNA	Homo sapiens	miRBase:MIMAT0000077	NCBI:23411	0.6007	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq	TargetScan//miRanda//MirTarget//Cupid
1013589	RR00312015	hsa-miR-221-3p	miRNA	Homo sapiens	CDKN1C	mRNA	Homo sapiens	miRBase:MIMAT0000278	NCBI:1028	0.6303	Northern blot//Western blot//RT-PCR//Reporter assay//Luciferase reporter assay//qRT-PCR//AGO-CLIP	CLIP-seq//Microarray	Cupid//miRanda
1014555	RR00805087	hsa-miR-221-3p	miRNA	Homo sapiens	KIT	mRNA	Homo sapiens	miRBase:MIMAT0000278	NCBI:3815	0.6523	Northern blot//Western blot//RT-PCR//Reporter assay//Luciferase reporter assay//qRT-PCR//AGO-CLIP	CLIP-seq//Microarray	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
1014826	RR00921090	hsa-miR-221-3p	miRNA	Homo sapiens	MIDN	mRNA	Homo sapiens	miRBase:MIMAT0000278	NCBI:90007	0.6206	AGO-CLIP	CLIP-seq//NGS//PAR-CLIP	Cupid//miRanda//MirTarget
1017864	RR00311914	hsa-miR-222-3p	miRNA	Homo sapiens	CDKN1B	mRNA	Homo sapiens	miRBase:MIMAT0000279	NCBI:1027	0.8111	Northern blot//Western blot//RT-PCR//qRT-PCR//Reporter assay//Luciferase reporter assay//IHC//ISH//AGO-CLIP//IFS	CLIP-seq//Microarray//PAR-CLIP	Bayesian target prediction algorithm//TargetScan//Cupid//miRanda//MirTarget
1017865	RR00312016	hsa-miR-222-3p	miRNA	Homo sapiens	CDKN1C	mRNA	Homo sapiens	miRBase:MIMAT0000279	NCBI:1028	0.6023	Western blot//RT-PCR//AGO-CLIP//Reporter assay//qRT-PCR//Luciferase reporter assay	N/A	Cupid//TargetScan//miRanda
